case,def_past,def_pres,def_fut,think_pas,think_pre,think_fut,import_pas_pre_fu,relation_pas_pre_fut,tbf1,tbf2,tbf3,tbf4,tbf5,tbf6,tbf7,tbf8,tbf9,aatas1,aatas2,aatas3,aatas4,aatas5,aatas6,aatas7,aatas8,aatas9,aatas10,aatas11,aatas12,aatas13,aatas14,aatas15,aatas16,aatas17,aatas18,aatas19,aatas20,aatas21,aatas22,aatas23,aatas24,aatas25,aatas26,aatas27,aatas28,aatas29,aatas30,sls1,sls2,sls3,sls4,sls5,sls6,sls7,pps1,pps2,pps3,pps4,pps5,pps6,pps7,pps8,pps9,pps10,pps11,pps12,gdms1,gdms2,gdms3,gdms4,gdms5,gdms6,gdms7,gdms8,gdms9,gdms10,gdms11,gdms12,gdms13,gdms14,gdms15,gdms16,gdms17,gdms18,gdms19,gdms20,gdms21,gdms22,gdms23,gdms24,gdms25,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,ysrs1,ysrs2,ysrs3,ysrs4,ysrs5,ysrs6,ysrs7,ysrs8,ysrs9,ysrs10,ysrs11,ysrs12,ysrs13.a,ysrs13.b,ysrs13.c,age,sex,race,income,edu,edu.father,edu.mother
42,I consider a previous base of experiences that tries to structure part of the present for the gradual construction of the future,"As a spatial and temporal context of which I am an active part and as a constant evaluation of decision-making, for example.",While subsequent phases that depend on previous instances that may or may not improve the way of acting during choices that will,3,4,4,7,4,2,1,2,3,3,3,3,2,1,5,3,3,2,3,2,3,4,4,2,3,4,3,3,2,2,3,3,3,2,4,3,2,2,1,3,3,3,2,3,4,1,3,4,3,2,3,2,3,3,2,2,2,3,2,3,2,1,2,4,3,2,2,4,4,3,4,3,2,4,3,2,2,2,4,2,2,2,2,4,4,4,2,3,3,2,4,2,2,2,2,3,2,3,-4,2,4,3,-4,-4,3,3,3,3,4,0,Look for less polluting ma,I don't eat meat or derivatives.,"I look for sustainable resources, less plastic.",18,2,2,2,5,3,3
43,Everything you've ever lived,Everything that is happening during the now.,Everything you want to live.,4,4,4,6,4,4,3,3,1,3,1,3,3,3,5,2,4,1,3,2,3,2,5,1,3,2,4,4,2,2,4,1,5,2,4,2,2,3,3,3,4,4,4,4,3,2,2,2,4,2,3,2,4,4,4,3,2,4,,4,4,2,4,3,2,2,3,4,4,3,4,4,2,4,2,2,3,3,4,3,4,2,3,4,4,4,3,3,2,2,3,2,2,2,2,3,2,2,-3,3,3,3,-4,-4,3,4,3,3,3,2,,,,19,2,2,5,5,5,5
44,All circumstances experienced from birth to the beginning of the current one.,"Your current circumstance. Not necessarily marked by temporal duration, but by some phase that is inserted.",Circumstances that will happen based on past or present achievements.,4,3,4,4,2,2,1,2,1,4,3,4,4,4,4,2,5,2,4,1,2,4,5,2,4,1,5,4,2,1,5,2,3,1,5,2,1,3,2,5,4,4,3,4,4,1,4,3,3,1,1,4,4,4,4,3,2,2,2,5,3,2,4,3,2,2,4,2,5,4,5,5,4,2,4,2,4,4,2,4,4,4,4,2,4,4,2,2,3,2,4,2,2,1,2,3,4,3,-3,4,3,3,-4,2,-1,3,3,2,3,2,I adopted a small cup to n,,,19,2,2,4,5,4,4
45,The past is the space of time already experienced by the individual.,"The smallest possible temporal space, the now.",The space of time that has not yet been experienced by the individual. As much space as possible.,3,1,2,4,3,3,2,3,2,2,3,1,3,3,5,2,4,2,4,1,4,2,4,1,4,2,4,2,2,2,4,2,5,2,4,1,2,2,1,4,2,5,2,4,4,3,2,3,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,1,2,4,2,2,4,4,4,3,5,4,4,4,4,5,4,4,2,4,4,4,2,4,2,2,2,3,3,3,2,1,2,1,-4,3,4,3,-4,-4,4,4,,,,,Search and learn more abou,Actively discuss on social media.,do my part,19,1,6,2,5,3,2
46,The past is a set of experiences that the individual acquired during a later time interval than the individual is acting.,It is a momentary perception of what is happening at the time of the individual's action.,It is a temporal projection of events and experiences that have not yet happened to the individual.,3,4,4,7,4,2,4,4,3,4,4,4,4,3,5,2,5,2,3,1,2,2,5,4,3,2,3,2,2,1,4,2,4,4,4,1,3,2,2,4,3,4,4,4,4,1,5,2,4,2,3,4,2,2,4,2,2,4,4,2,2,1,2,4,5,2,1,4,2,4,3,2,2,5,4,4,2,1,5,2,3,2,2,4,5,2,3,2,3,2,3,2,2,3,1,2,3,2,-4,3,4,3,-4,-4,2,2,4,3,4,2,Taking responsibility for,I avoid waste,I make older people aware to be part of this action.,18,2,2,,5,3,5
47,"Set of events that have already occurred according to our time frame. It can also be understood as the ""historical past"" which a","Period of time between the distant past and the unpredictable future, it is what is experienced in the moment, it is the impress","It is the expectation of later events in relation to our time frame. It's what's going to happen in this timeline, it's in a way",4,4,4,7,4,3,3,4,4,2,2,3,2,3,3,2,4,2,4,1,2,4,3,3,4,2,2,3,3,4,4,2,3,3,5,3,2,3,1,4,4,2,4,3,3,1,4,3,4,1,3,2,2,3,3,4,3,2,3,5,2,2,2,4,3,3,4,4,4,2,4,3,3,4,3,3,2,2,4,4,4,3,3,3,3,4,2,3,2,2,2,2,2,2,2,3,3,2,-2,2,3,3,-3,-3,-1,0,3,3,2,0,"Waste reduction (food, wat",Recycling and reuse of materials,Dispose of garbage correctly.,16,1,2,3,2,4,4
48,An example of events so that in the future the right thing is done. A parameter of evolution.,"Something to live and enjoy, thinking about the future, but in the right dosage.","Uncertain, complex, malleable but it can also be unmanageable. A range of proposals and cycles.",3,4,4,6,3,1,3,3,1,4,3,4,2,1,5,2,5,3,5,1,4,2,5,3,4,1,3,5,1,3,2,1,4,2,5,3,2,5,1,4,2,3,4,5,5,4,5,1,5,4,3,3,5,5,5,5,5,5,5,5,5,5,3,2,3,1,3,5,3,5,5,5,4,5,5,3,3,3,4,5,5,3,4,4,4,5,3,5,1,3,3,2,2,2,2,4,3,3,-4,4,4,1,-4,-4,2,4,4,4,4,3,I'm trying vegetarianism,Reducing plastic consumption,,16,2,6,5,2,4,4
49,"The construction of the present, the foundation of the now and everything that happens in it.","The construction of the future, and what can be modified.",Something to be shaped and the depository of expectations and desires.,2,4,4,6,4,2,2,3,1,4,4,5,2,2,5,2,4,3,4,2,3,4,5,2,4,2,4,4,2,3,4,1,4,2,4,2,2,2,1,4,2,3,2,4,4,2,4,2,4,3,4,4,3,4,2,2,2,4,4,5,2,2,2,4,4,4,4,4,1,4,4,2,5,4,4,4,4,2,4,2,3,4,2,4,4,4,2,4,1,2,4,3,2,2,1,2,1,3,-4,2,4,4,-3,-4,2,3,4,2,1,0,,,,16,1,6,3,2,3,5
50,"It's everything that once was, you can't change it, that is an object of study for historians.","The now, what you can live and experience, where our senses work.","What is uncertain, what will come, what is planned to be good for us.",2,4,4,6,3,4,3,2,2,3,4,4,3,4,4,2,5,3,5,2,3,4,4,3,5,4,2,4,3,2,4,1,3,2,4,3,1,2,2,4,4,3,2,3,4,3,4,1,5,2,4,2,4,4,3,2,3,2,4,2,3,4,2,4,2,4,2,3,4,2,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,0,1,2,2,3,2,2,1,1,-2,-1,2,2,-1,-3,1,1,1,2,1,-2,Non-aerosol deodorant use,I don't throw things on the floor,My family does not use air conditioning,16,1,3,3,2,4,4
51,"The individual past is a set of memories, memories and sensations (good and bad) that shape us and constitutes part of who we ar","The present, on the contrary, is tangible and shows itself as the current state in which we find ourselves. It generates experie","The future is a projection of what will happen, over which you have no control but it is possible to direct it through actions i",3,4,4,6,4,2,1,1,1,3,3,1,3,1,5,4,5,2,2,1,4,4,4,2,2,1,4,2,1,2,2,1,4,2,5,2,3,5,1,2,1,4,2,5,4,2,4,2,4,2,2,4,4,4,4,4,4,4,4,4,2,2,1,4,2,1,4,4,2,4,5,4,2,4,5,4,4,2,4,4,4,2,4,2,4,4,2,4,2,3,3,2,2,1,1,1,2,3,-4,4,4,4,-4,-4,4,4,4,4,4,3,Awareness of close people,Taking reusable bags to market,Using personal cups and bottles (not disposable),17,2,2,4,3,4,4
52,A period already lived that cannot happen again in the same way.,"Set of factors that make up the instant, the current moment.","The future is indeterminate, it hasn't happened yet, it can have infinite possibilities. It depends on past and present circumst",3,4,4,6,4,4,2,2,2,4,2,3,4,2,4,2,4,2,3,2,4,4,3,2,2,4,3,3,4,2,2,2,4,3,2,2,2,1,2,3,4,4,4,3,3,1,4,3,3,2,2,5,4,4,4,4,4,4,5,5,2,1,2,2,4,1,4,4,3,3,4,4,4,4,4,4,4,2,4,5,4,4,4,2,4,4,1,1,3,3,4,2,1,1,1,4,3,4,-4,4,4,3,-4,-4,4,4,4,4,4,4,Vegan food and waste reduc,"NGO ""AHE"" to combat hunger and encourage youth leadership",Periodic garbage collection,17,2,2,4,3,5,4
53,A period composed of facts and actions started and ended in it. This period precedes the one experienced now.,Everything that is part of life at the moment we are thinking/living the subject.,Like what hasn't happened yet and only exists in people's heads.,4,4,4,7,4,4,3,4,3,4,2,4,4,3,3,4,5,1,3,2,4,4,5,1,4,1,4,3,1,2,4,1,4,3,4,3,3,4,2,4,2,3,4,5,4,2,4,3,4,4,3,4,2,2,4,2,4,3,4,5,2,2,2,2,4,2,4,4,1,3,4,4,1,4,4,4,3,1,4,4,4,4,1,4,4,4,2,2,2,1,4,3,3,4,2,2,3,2,-4,3,4,4,-4,-4,3,3,3,4,4,4,,,,17,2,2,5,3,3,5
54,Something that has already happened and we cannot change it.,"The now, what is happening right now.",Something that will happen and we can interfere according to our choices.,4,4,4,7,4,2,1,2,1,2,1,1,4,1,5,4,1,2,2,1,4,5,5,2,1,4,3,2,2,4,1,3,4,4,5,4,4,4,1,2,5,5,5,3,4,1,5,5,3,1,4,2,4,4,5,5,5,5,5,5,5,5,3,3,4,2,5,5,4,2,2,4,4,5,5,4,5,2,5,4,3,3,2,5,5,3,2,4,3,2,4,0,1,3,1,4,3,4,-4,3,4,4,-3,-4,-2,2,4,2,1,-3,,,,18,2,6,5,3,3,5
55,"What happened before now, whether it was a second ago or 10 years.","This exact moment, that of making decisions that define the future and that will remain in the past.","What can still happen, is infinite and undefined in a way.",4,4,3,6,4,4,2,3,2,3,4,3,2,2,4,2,5,1,3,1,2,5,1,4,2,1,4,1,1,4,2,3,2,5,1,1,5,1,5,1,3,2,5,4,1,5,1,4,2,4,1,2,2,4,3,4,4,4,4,2,2,4,3,3,2,2,4,4,4,4,4,2,4,4,3,4,2,4,4,4,2,3,4,4,4,3,2,1,1,0,3,3,4,2,4,2,0,-4,4,4,3,-3,2,2,2,3,2,1,3,1,Selective collect,Conscientious use of water,,18,1,5,3,3,4,4
56,Experiences temporally prior to the present.,The moment that happens in the moment that one acts.,A temporal moment yet to come,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,2,3,1,4,1,3,2,4,1,4,2,3,4,1,3,5,1,5,2,4,1,1,1,1,5,3,3,3,4,5,1,4,3,5,4,5,2,4,5,5,1,4,5,5,5,1,1,2,4,4,4,3,4,1,4,1,4,1,4,4,4,3,1,4,3,3,2,1,4,4,1,3,3,2,1,2,4,3,3,3,2,2,1,-4,4,4,4,-4,-4,4,4,4,1,1,1,I don't participate.,,,17,1,2,5,3,4,5
57,What already happened in another phase of my life (ex: about 3 months ago),My current life situation and all the context that happened a short time ago or that is to come in a very short time.,What's to come,4,4,4,7,4,3,1,1,2,1,3,3,2,2,5,4,3,2,2,1,3,3,4,1,2,2,3,2,3,3,2,1,4,4,3,4,4,2,1,2,4,2,4,2,4,1,5,5,5,2,5,2,5,4,5,4,4,1,4,5,4,4,2,3,4,1,5,4,5,2,4,3,2,2,4,3,4,3,4,2,4,2,4,2,3,2,4,4,2,4,2,1,1,2,0,1,0,0,-4,3,4,4,-4,-4,-2,4,-1,4,-1,-2,"None, I don't believe that",,,17,1,6,4,3,5,5
58,A set of events that have already occurred.,The moment we met.,"A set of possibilities and predictions, events or non-events that are about to occur.",4,4,4,7,4,4,4,4,5,5,5,4,5,4,5,1,4,1,4,1,3,2,4,1,4,2,3,4,2,3,4,1,4,2,4,4,1,4,2,5,2,3,4,5,5,2,4,2,5,4,5,4,4,4,5,5,3,4,5,5,4,4,2,2,2,1,4,4,2,3,5,2,2,5,4,2,5,3,5,2,4,2,2,4,4,4,1,4,1,2,3,2,2,2,3,3,2,2,-4,4,4,4,-4,-4,2,3,4,3,3,2,I stopped buying junk food,I do not perform other activities,,17,2,2,3,3,5,5
59,Memory and learning; it's something that a lot of people can't let go of and move on.,"Moment to act, it is the transition from the past to the future","Planning; it is something very undefined that we have no control over, but that we can think about and act on so that the future",4,4,4,7,4,2,4,4,1,3,4,2,2,4,5,4,5,1,3,1,3,2,5,1,2,1,4,3,1,2,2,1,4,2,5,1,1,4,1,4,4,4,1,5,5,5,2,2,5,4,4,2,2,2,2,2,2,2,2,5,2,2,1,5,4,2,4,5,2,4,4,2,1,5,4,4,1,1,5,4,4,2,1,4,4,2,1,2,3,2,4,1,3,1,2,3,3,2,-4,4,4,4,-4,-4,2,1,4,4,4,4,Reeducation of meat consum,Be more careful with trash,Reducing plastic use,17,2,3,4,3,5,4
60,What already happened.,What am I living now,What will still happen.,3,4,4,7,3,3,3,4,4,5,4,5,4,4,5,2,5,2,4,1,3,3,4,1,2,1,4,3,1,3,2,1,4,4,5,3,2,5,2,4,1,3,4,5,4,1,4,2,4,1,3,4,2,4,3,2,2,2,3,4,3,2,1,4,3,1,5,5,3,2,5,4,4,5,5,2,4,2,5,3,5,4,1,5,4,5,1,4,3,3,3,2,2,2,1,3,2,3,-4,4,4,4,-4,-4,4,4,4,4,3,2,Trying to reduce plastic c,Don't drive every day,Trying to stop eating meat,18,2,2,3,3,4,5
61,Field of studies of decisions taken.,The moment to act.,What you seek to achieve according to your past and present.,3,4,4,4,4,3,2,4,1,4,2,3,3,2,5,3,5,4,3,2,4,4,4,1,3,4,4,3,2,2,2,2,4,3,4,1,3,2,1,3,4,5,3,5,4,3,2,4,4,2,4,2,2,2,5,1,5,5,5,4,2,2,5,5,4,4,2,5,2,4,4,2,4,5,5,4,2,2,5,2,4,2,2,5,5,2,3,2,3,1,3,4,3,3,1,1,3,1,-4,2,4,1,-4,-3,3,3,3,3,2,1,,,,18,1,2,5,3,5,4
62,What has passed from my story.,The instant we live.,"What is or is not, to come.",2,4,4,6,4,3,2,4,2,3,2,1,2,4,4,5,5,1,2,1,5,5,5,1,2,2,5,2,1,1,2,1,5,4,5,1,5,4,2,3,2,5,4,5,4,1,5,2,4,2,3,3,2,2,4,2,1,1,2,5,3,2,1,2,3,1,4,3,2,3,2,4,2,5,5,2,5,5,5,1,4,4,2,5,5,5,1,4,2,3,4,1,1,2,0,3,3,3,-4,4,4,4,-4,-4,4,4,4,2,4,4,,,,17,2,2,5,3,5,5
63,Everything that has passed.,Everything that's happening.,Everything that will happen.,4,4,4,6,4,2,1,1,2,2,2,3,3,3,4,2,4,1,4,1,4,2,3,1,3,1,5,4,1,1,4,1,5,1,4,3,2,3,2,4,1,4,2,4,4,3,3,1,4,3,4,3,3,3,4,3,4,2,3,4,2,2,3,4,3,3,2,4,2,2,4,3,2,4,4,3,3,2,4,2,3,2,2,3,4,3,3,2,1,2,2,3,3,3,3,2,1,2,-4,0,4,3,-3,-2,3,4,3,3,0,1,Do not let trash in street,,,16,1,6,4,3,4,3
64,Things I lived in a time that is not now.,Exact moment of now.,What comes next.,4,4,3,4,4,3,4,4,2,3,2,3,4,3,4,3,4,3,2,4,3,5,4,3,2,4,3,2,5,3,3,4,4,4,4,4,4,2,3,3,4,2,5,4,3,1,5,4,4,2,4,5,5,4,5,5,5,5,5,5,3,5,3,4,3,2,5,3,5,5,5,2,5,5,4,3,5,4,2,5,4,5,5,4,4,2,4,5,3,4,4,1,2,1,2,4,3,4,-4,3,4,2,-4,-4,2,2,3,1,3,0,,,,17,2,2,4,3,4,3
65,What has already been lived.,What is being lived.,What's about to come.,4,4,4,7,4,2,1,1,2,2,1,1,3,2,5,2,3,5,4,1,3,2,4,3,4,2,5,4,1,5,4,1,4,4,4,2,2,5,1,4,2,4,3,5,4,1,3,3,4,4,4,4,4,4,2,2,4,4,4,5,2,2,5,1,4,1,5,5,5,5,5,5,1,1,1,4,5,5,4,5,4,5,5,2,5,5,5,5,0,4,4,0,0,1,0,4,4,4,-4,4,4,4,-4,-4,-2,4,4,4,4,4,Decrease deforestation,reduced livestock,plastic reduction,18,2,2,4,3,3,3
66,What I lived and the experiences that made me who I am today.,"The now, what's in my control.",Realization of what I plant now.,3,4,4,6,2,4,3,4,2,4,3,3,2,2,5,2,4,1,2,1,4,2,4,1,2,2,5,4,2,1,3,1,5,2,3,1,2,3,1,4,2,5,2,3,4,2,3,2,4,4,4,2,2,3,4,3,3,2,4,5,4,3,2,3,3,1,3,4,4,4,5,4,2,4,5,3,3,2,4,4,5,3,3,4,5,5,2,3,2,3,4,2,2,2,1,4,3,2,-4,4,4,4,-3,-3,2,2,4,3,2,0,,,,18,1,2,4,3,4,5
67,The interval that contains all the instants when the total entropy of the universe is less than the current entropy.,The instant I experience the universe.,The interval that contains all the instants when the total entropy of the universe is less than the current entropy.,4,4,4,2,,5,3,5,1,3,3,,2,5,2,2,2,2,3,1,2,4,3,1,4,4,1,2,3,4,4,3,2,2,3,5,3,1,2,4,4,2,4,1,3,1,4,4,3,2,4,5,5,5,5,5,5,5,5,5,5,,5,3,2,2,5,2,2,2,2,3,4,3,4,2,5,4,4,2,4,5,2,3,4,2,2,5,1,2,3,1,0,0,1,4,3,4,-4,1,4,2,-4,-2,2,1,3,1,3,0,,,,17,1,1,5,3,4,4
68,Like the memories I have of my experiences,"I define it as something continuous: here and now, with a probability of transformation.",Something uncertain and without pre-determination,4,4,4,2,4,4,3,3,3,4,2,3,3,3,4,1,3,1,5,1,2,1,4,1,4,2,3,4,2,2,4,2,4,2,4,2,3,2,2,3,1,5,2,4,2,2,4,1,2,2,5,3,1,3,4,3,3,1,2,2,2,2,2,2,5,2,2,3,3,3,1,4,4,4,1,4,4,4,1,5,5,3,1,2,2,4,4,1,5,5,3,1,2,2,4,4,4,5,2,3,4,4,-2,-3,2,4,2,2,1,0,,,,19,1,6,,6,4,2
69,"As a way to represent a time that has passed. Also, I can bring past experiences and learn from them.",As a way of representing the time I live in right now. Where I put into practice the result of my learning.,"As a way of representing the time yet to come. Also, I can plan my actions/thoughts.",4,4,4,5,4,4,4,4,3,4,3,3,4,4,5,4,5,2,4,1,3,5,4,2,2,2,4,4,2,2,3,1,4,2,5,2,2,3,1,4,4,4,5,5,4,1,4,3,4,3,4,2,2,5,5,5,4,4,5,4,4,4,4,2,2,5,2,4,4,4,4,4,2,5,5,3,4,2,4,2,4,2,2,4,5,4,1,2,3,3,2,3,2,2,3,3,1,1,-4,2,4,4,-4,-4,3,3,4,4,2,1,"Whenever I can, make famil",Completely avoid throwing garbage out of the trash,use water consciously,19,1,6,2,6,3,3
70,What shaped who I am today and has a great influence on how I behave towards other people and how I feel about myself.,"A time of great changes in social relationships between (friends and family), time for learning and maturing.",Something completely uncertain that I have determined can bring me anxiety or make me feel hopeful.,4,4,3,4,3,3,1,3,2,4,2,4,3,1,4,3,3,2,3,4,2,4,2,3,4,3,3,5,3,4,5,4,2,3,3,2,1,4,4,4,3,2,3,4,2,4,5,4,3,3,2,2,2,2,2,2,2,2,1,4,1,1,1,4,3,2,2,4,5,3,4,4,3,4,4,2,2,2,4,2,4,2,5,3,4,4,3,3,2,2,2,1,2,1,0,3,2,2,-4,4,4,3,-4,-4,3,4,4,4,4,4,I use public transport,Decrease in consumption,Energy saving,17,2,2,2,5,1,2
71,The time from already elapsed to just before now.,"Everything that is involved in the current tense. Or, depending on the perspective, everything that is latent in a given period ",What will happen from the moment immediately or not later than now.,4,4,4,7,4,5,3,3,3,4,2,4,2,5,4,2,5,1,4,1,4,4,5,1,3,3,5,5,4,4,4,2,3,4,5,2,2,4,2,4,4,3,4,5,5,1,4,2,5,3,5,2,4,3,5,3,4,5,5,5,2,2,4,3,4,2,4,5,2,3,5,4,2,5,5,4,4,2,4,5,5,2,2,4,5,5,2,3,2,3,3,3,2,1,2,3,2,3,-4,4,3,4,-4,-4,2,4,4,4,4,4,Reducing consumption and c,Search for projects and social movements aimed at these causes,Seeks to influence and inform people about issues and what can be done to change them.,18,2,5,4,5,5,3
72,"Moments of life, memories.",Today; moment to be lived now.,What will come; uncertain.,3,4,3,7,4,3,3,4,3,4,3,4,3,3,4,2,5,4,4,2,3,1,5,1,4,2,4,4,2,2,4,1,4,1,5,1,2,4,2,5,2,4,2,5,5,3,3,3,4,2,3,4,2,4,4,4,4,4,4,4,2,3,2,2,4,2,3,4,4,4,5,4,2,4,4,4,4,3,4,4,3,2,3,4,4,4,2,4,2,2,2,3,3,2,3,2,2,2,-4,3,4,4,-4,-4,4,4,4,4,4,0,,,,18,2,5,,5,3,3
73,"A period of time that has already occurred and does not persist into the present, only its consequences and influences.","The facts and events that occur in the immediate moment, which is not yet in memory and is always changeable.",What hasn't happened yet and that sometime will become present.,4,4,4,7,3,3,2,2,2,3,4,2,2,1,5,2,5,2,4,1,4,4,5,2,4,2,4,4,2,1,4,2,5,2,5,1,2,3,1,4,4,4,4,4,3,1,4,3,4,2,5,2,5,5,5,5,5,5,4,4,2,2,2,4,4,2,4,4,4,4,4,4,2,4,5,4,2,4,4,4,5,2,4,3,4,3,4,2,2,3,3,2,3,1,1,3,3,3,-4,3,4,4,-4,-4,2,3,3,4,4,3,city ​​cleaning NGO,Reducing plastic use,Veganism,18,1,2,4,5,5,5
74,Something that was left behind and became a memory.,Something I live now is ephemeral and I have control.,Something that is uncertain and will still come.,4,3,3,2,4,1,2,4,3,4,1,4,3,1,3,5,5,2,4,1,3,4,4,2,2,1,3,2,1,2,4,4,4,4,4,2,4,4,2,2,2,3,2,3,3,1,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,5,5,5,4,5,2,2,5,5,2,4,4,5,5,5,4,2,5,5,5,2,5,0,3,3,2,4,1,1,4,3,4,-4,4,4,4,-2,-4,1,4,4,4,4,4,None,,,18,2,1,2,5,4,3
75,"Past is what makes me present, a source of healing and learning.",Present is now and it is basically what exists.,Projection. The future is actually the present that extends.,4,4,3,5,4,3,3,4,3,4,3,4,4,3,2,1,4,1,5,1,2,2,5,1,5,1,4,5,1,1,5,1,4,1,5,1,1,4,2,5,1,3,1,5,5,2,2,1,5,2,1,1,2,2,3,1,2,1,1,1,1,1,1,4,5,5,1,5,2,5,1,4,2,4,4,5,1,1,4,4,3,1,1,4,5,1,3,1,2,1,1,3,4,4,3,2,0,0,-4,-4,4,4,-4,-4,1,3,4,4,4,-1,,,,18,1,6,5,5,5,5
76,"The past is characterized by the set of experiences, sensations, phenomena, experienced by the individual in a space of time bef",The present consists of the space-time in which the individual's actions on the world are taking place.,"The future concerns potential events in the individual's life, depending on his desires, projections and the circumstances that ",4,4,3,6,3,3,3,3,3,3,3,3,3,3,4,2,5,1,4,3,3,4,5,1,3,4,3,3,4,2,4,3,4,4,4,1,2,3,1,4,5,3,1,4,4,1,5,5,5,3,4,1,1,1,1,1,2,3,1,2,2,1,1,2,3,1,1,5,4,4,2,3,1,5,5,3,1,1,5,3,4,1,1,5,5,3,2,1,2,3,4,3,3,3,2,4,4,3,-4,3,4,4,-4,-4,4,3,4,4,1,2,I am looking for social mo,I support the struggle of the MST.,"I try to consume products in a conscious, critical way.",18,2,2,4,5,5,5
77,"A temporal instance, fictitious like the very concept of ""time"" in which we, the human species, place events that have already o","Depending on the context, I believe it refers to the events currently taking place, at the time this question is asked.","I have not yet witnessed the temporal instance, but it occurs at any moment. A constant duty, more or less close depending on th",3,4,4,6,3,3,4,2,4,2,2,3,4,2,5,5,4,4,2,2,3,4,4,2,2,2,3,2,4,4,4,3,2,4,4,2,4,2,4,2,4,3,5,4,5,5,4,4,3,1,2,2,2,2,2,1,1,1,1,4,1,1,1,3,4,1,1,4,2,4,4,3,2,5,5,4,1,1,5,1,5,1,1,4,5,5,2,2,4,4,4,4,4,0,0,2,2,4,-4,4,4,4,-4,-4,-3,3,4,4,4,3,I try to walk or bike when,I publish vehicles that deal with news based on,I try not to eat meat,18,2,2,1,5,3,3
78,Everything that happened before the moment I'm answering this question.,Now,What is yet to happen from now on.,4,4,4,4,4,4,3,3,3,4,3,4,4,4,5,3,5,1,4,1,4,3,5,1,4,1,4,4,1,2,4,1,4,2,5,1,1,4,2,4,1,4,5,5,2,2,2,4,2,4,2,2,3,4,4,4,4,3,4,2,2,2,3,4,2,2,4,2,4,4,4,2,4,4,4,3,2,2,4,4,4,2,2,4,4,3,2,2,1,2,2,3,3,3,3,2,2,1,-4,3,4,4,-4,-4,3,4,4,4,4,3,,,,18,2,1,2,5,4,5
79,Events that somehow shape the personality of the human being and can influence present and future events.,"Although by definition it is whatever is happening now, it is also related to the past and future.","The future refers to the events that are yet to happen and therefore, it is also closely related to the expectations of each one",4,3,4,7,4,4,4,4,2,3,3,4,2,2,4,2,4,2,4,2,3,3,4,2,3,3,3,4,2,2,4,2,4,3,3,3,2,3,2,4,3,3,4,3,4,2,3,3,4,3,3,4,4,3,4,2,3,3,4,4,2,2,3,3,3,2,2,4,2,4,4,4,4,4,4,3,3,2,4,4,3,3,2,4,4,4,2,4,2,3,3,2,3,2,2,3,3,2,-4,1,3,3,-3,-3,3,3,3,3,2,1,,,,18,2,2,3,5,3,4
80,"What has passed, but which is fundamental and reverberates in the present.","What ""really"" exists, a place for reflection and decision-making.","That which does not exist, the object of our anxiety and desire.",4,4,3,5,4,2,5,4,4,5,5,4,5,4,4,5,4,1,3,2,3,4,4,1,2,1,4,3,2,3,4,2,4,4,4,3,4,3,3,4,3,4,4,4,4,1,5,4,4,3,4,2,2,4,4,3,4,4,4,3,3,2,3,4,3,3,2,4,4,4,5,4,2,4,5,3,2,2,4,4,4,3,2,4,4,4,2,2,3,2,2,2,3,3,1,3,3,2,-4,3,4,4,-4,-4,4,4,4,4,3,3,,,,19,1,5,1,5,2,4
81,Building the person I am today.,Life is the moment of now.,"Where I can fulfill what I want, my dreams.",2,4,4,6,3,4,4,4,4,4,4,5,4,3,5,4,3,1,3,2,5,2,4,1,3,3,5,3,2,1,3,1,5,3,4,1,3,4,1,3,1,5,3,4,3,2,4,3,3,2,3,3,2,3,4,3,2,2,3,4,3,3,2,2,3,4,2,3,3,3,2,4,3,2,3,3,3,3,3,3,2,2,3,3,4,2,3,3,1,3,2,1,2,2,1,3,3,3,-4,3,4,2,-3,-4,-1,3,3,3,4,3,,,,19,2,5,2,5,3,4
82,In childhood it was good but in adolescence it hurts more complicated.,With positives and negatives.,I hope it's more positive.,3,4,3,5,4,4,2,2,2,4,1,4,1,4,4,3,4,2,3,4,3,4,3,2,3,4,3,4,4,3,3,2,2,2,2,,2,3,2,3,4,2,4,2,4,2,4,4,4,4,4,2,2,4,4,2,2,4,4,4,2,2,3,2,4,2,4,4,4,2,4,4,2,4,4,2,4,2,4,4,2,2,2,4,2,2,2,2,3,3,4,2,1,1,1,3,3,3,-4,3,4,4,-4,-3,4,4,3,3,3,3,"So far, unfortunately no a",,,19,1,3,3,6,3,3
